PROVIDERID,DAYOFWEEK,SLOTSTARTTIME,SLOTENDTIME
226,2,14:40,15:00
226,2,15:20,15:40
226,2,15:40,16:00
226,2,16:00,16:20
226,2,16:40,17:00
226,2,17:00,17:20
226,2,17:20,17:40
226,2,17:40,18:00
226,2,18:00,18:20
226,2,18:20,18:40
226,3,13:00,13:20
226,3,13:20,13:40
226,3,13:40,14:00
226,3,14:00,14:20
226,3,14:20,14:40
226,3,14:40,15:00
226,3,15:20,15:40
226,3,15:40,16:00
226,3,16:00,16:20
226,3,16:40,17:00
226,3,17:00,17:20
226,3,17:20,17:40
226,4,10:00,10:20
226,4,10:20,10:40
226,4,10:40,11:00
226,4,11:00,11:20
226,4,11:20,11:40
226,4,11:40,12:00
225,2,8:00,8:10
225,2,8:10,8:20
225,2,8:20,8:30
225,2,8:30,8:40
225,2,9:10,9:20
225,2,9:20,9:30
225,2,9:30,9:40
225,2,9:40,9:50
225,2,9:50,10:00
225,2,10:00,10:10
225,2,10:10,10:20
225,2,10:20,10:30
225,2,10:30,10:40
225,2,10:40,10:50
225,2,10:50,11:00
225,2,11:00,11:10
225,2,11:10,11:20
225,2,11:20,11:30
225,2,11:30,11:40
225,2,11:40,11:50
225,2,11:50,12:00
225,2,12:00,12:10
225,2,12:10,12:20
225,2,12:20,12:30
225,2,12:30,12:40
225,2,12:40,12:50
225,2,12:50,13:00
225,2,13:00,13:10
225,2,13:10,13:20
225,2,13:20,13:30
225,2,13:30,13:40
225,2,13:40,13:50
225,2,13:50,14:00
225,2,16:00,16:10
225,2,16:10,16:20
225,2,16:20,16:30
225,2,16:30,16:40
225,2,16:40,16:50
225,2,16:50,17:00
224,2,13:00,13:20
224,2,13:20,13:40
224,2,13:40,14:00
224,2,14:00,14:20
224,2,14:20,14:40
224,2,14:40,15:00
224,2,15:20,15:40
224,2,15:40,16:00
224,2,16:00,16:20
224,2,16:40,17:00
224,2,17:00,17:20
224,2,17:20,17:40
224,2,17:40,18:00
224,2,18:00,18:20
224,2,18:20,18:40
224,3,13:00,13:20
224,3,13:20,13:40
224,3,13:40,14:00
224,3,14:00,14:20
224,3,14:20,14:40
224,3,14:40,15:00
224,3,15:20,15:40
224,3,15:40,16:00
224,3,16:00,16:20
224,3,16:40,17:00
224,3,17:00,17:20
224,3,17:20,17:40
224,4,10:00,10:20
224,4,10:20,10:40
224,4,10:40,11:00
224,4,11:00,11:20
224,4,11:20,11:40
224,4,11:40,12:00
221,1,19:00,19:15
221,1,19:15,19:30
221,1,19:30,19:45
221,1,19:45,20:00
221,1,20:00,20:15
221,1,20:15,20:30
221,1,20:30,20:45
221,1,20:45,21:00
221,3,9:30,9:45
221,3,9:45,10:00
221,3,10:00,10:15
221,3,10:15,10:30
221,3,10:30,10:45
221,3,10:45,11:00
221,3,11:00,11:15
221,3,11:15,11:30
221,3,11:30,11:45
221,3,11:45,12:00
221,3,12:00,12:15
221,3,12:15,12:30
221,3,12:30,12:45
221,3,12:45,13:00
221,3,13:00,13:15
221,3,13:15,13:30
221,3,13:30,13:45
221,3,13:45,14:00
221,3,14:00,14:15
221,3,14:15,14:30
221,3,16:30,16:45
221,3,16:45,17:00
221,3,17:00,17:15
221,3,17:15,17:30
221,3,17:30,17:45
221,3,17:45,18:00
221,3,18:00,18:15
221,3,18:15,18:30
221,3,18:30,18:45
221,3,18:45,19:00
221,5,7:00,7:15
221,5,7:15,7:30
221,5,7:30,7:45
221,5,7:45,8:00
221,5,9:00,9:15
221,5,9:15,9:30
221,5,9:30,9:45
221,5,9:45,10:00
221,5,10:00,10:15
221,5,10:15,10:30
221,5,10:30,10:45
221,5,10:45,11:00
221,5,11:00,11:15
221,5,11:15,11:30
221,5,11:30,11:45
221,5,11:45,12:00
221,5,12:00,12:15
221,5,12:15,12:30
221,5,12:30,12:45
221,5,12:45,13:00
221,5,13:00,13:15
221,5,13:15,13:30
221,5,13:30,13:45
221,5,13:45,14:00
221,5,14:00,14:15
221,5,14:15,14:30
210,2,8:00,8:20
210,2,8:20,8:40
210,2,8:40,9:00
210,2,9:00,9:20
210,2,9:20,9:40
210,2,9:40,10:00
210,2,10:00,10:20
210,2,10:20,10:40
210,2,10:40,11:00
210,2,11:00,11:20
210,2,11:20,11:40
210,2,11:40,12:00
210,2,12:00,12:20
210,2,12:20,12:40
210,2,12:40,13:00
210,2,13:00,13:20
210,2,13:20,13:40
210,2,13:40,14:00
210,2,14:00,14:20
210,2,14:20,14:40
210,2,14:40,15:00
210,2,15:00,15:20
210,2,15:20,15:40
210,2,15:40,16:00
210,2,16:00,16:20
210,2,16:20,16:40
210,2,16:40,17:00
210,2,17:00,17:20
210,2,17:20,17:40
210,2,17:40,18:00
210,3,12:00,12:20
210,3,12:20,12:40
210,3,12:40,13:00
210,3,13:00,13:20
210,3,13:20,13:40
210,3,13:40,14:00
210,3,14:00,14:20
210,3,14:20,14:40
210,3,14:40,15:00
210,3,15:00,15:20
210,3,15:20,15:40
210,3,15:40,16:00
210,3,16:00,16:20
210,3,16:20,16:40
210,3,16:40,17:00
210,3,17:00,17:20
210,3,17:20,17:40
210,3,17:40,18:00
210,3,18:00,18:20
210,3,18:20,18:40
210,3,18:40,19:00
210,3,19:00,19:20
210,3,19:20,19:40
210,3,19:40,20:00
210,3,20:00,20:20
210,3,20:20,20:40
210,3,20:40,21:00
210,3,21:00,21:20
210,3,21:20,21:40
210,3,21:40,22:00
210,4,8:00,8:20
210,4,8:20,8:40
210,4,8:40,9:00
210,4,9:00,9:20
210,4,9:20,9:40
210,4,9:40,10:00
210,4,10:00,10:20
210,4,10:20,10:40
210,4,10:40,11:00
210,4,11:00,11:20
210,4,11:20,11:40
210,4,11:40,12:00
210,4,12:00,12:20
210,4,12:20,12:40
210,4,12:40,13:00
210,4,13:00,13:20
210,4,13:20,13:40
210,4,13:40,14:00
210,4,14:00,14:20
210,4,14:20,14:40
210,4,14:40,15:00
210,4,15:00,15:20
210,4,15:20,15:40
210,4,15:40,16:00
210,4,16:00,16:20
210,4,16:20,16:40
210,4,16:40,17:00
210,4,17:00,17:20
210,4,17:20,17:40
210,4,17:40,18:00
210,5,7:00,7:20
210,5,7:20,7:40
210,5,7:40,8:00
210,5,8:00,8:20
210,5,8:20,8:40
210,5,8:40,9:00
210,5,9:00,9:20
210,5,9:20,9:40
210,5,9:40,10:00
210,5,10:00,10:20
210,5,10:20,10:40
210,5,10:40,11:00
210,5,11:00,11:20
210,5,11:20,11:40
210,5,11:40,12:00
210,5,12:00,12:20
210,5,12:20,12:40
210,5,12:40,13:00
210,5,13:00,13:20
210,5,13:20,13:40
210,5,13:40,14:00
210,5,14:00,14:20
210,5,14:20,14:40
210,5,14:40,15:00
210,5,15:00,15:20
210,5,15:20,15:40
210,5,15:40,16:00
210,5,16:00,16:20
210,5,16:20,16:40
210,5,16:40,17:00
204,1,9:00,9:20
204,1,9:20,9:40
204,1,9:40,10:00
204,1,10:00,10:20
204,1,10:20,10:40
204,1,10:40,11:00
204,1,11:00,11:20
204,1,11:20,11:40
204,1,11:40,12:00
204,1,12:00,12:20
204,1,12:20,12:40
204,1,12:40,13:00
204,3,17:00,17:20
204,3,17:20,17:40
204,3,17:40,18:00
204,3,18:00,18:20
204,3,18:20,18:40
204,3,18:40,19:00
204,3,19:00,19:20
204,3,19:20,19:40
204,3,19:40,20:00
204,5,17:00,17:20
204,5,17:20,17:40
204,5,17:40,18:00
204,5,18:00,18:20
204,5,18:20,18:40
204,5,18:40,19:00
204,5,19:00,19:20
204,5,19:20,19:40
204,5,19:40,20:00
202,3,7:00,7:15
202,3,7:15,7:30
202,3,7:30,7:45
202,3,7:45,8:00
202,3,12:00,12:15
202,3,12:15,12:30
202,3,12:30,12:45
202,3,12:45,13:00
202,3,13:00,13:15
202,3,13:15,13:30
202,3,13:30,13:45
202,3,13:45,14:00
202,3,14:00,14:15
202,3,14:15,14:30
202,4,7:00,7:15
202,4,7:15,7:30
202,4,7:30,7:45
202,4,7:45,8:00
202,4,8:00,8:15
202,4,8:15,8:30
202,4,8:30,8:45
202,4,8:45,9:00
202,4,9:00,9:15
202,4,9:15,9:30
202,4,9:30,9:45
202,4,9:45,10:00
202,4,10:00,10:15
202,4,10:15,10:30
202,4,10:30,10:45
202,4,10:45,11:00
202,4,11:00,11:15
202,4,11:15,11:30
202,4,11:30,11:45
202,4,11:45,12:00
202,4,12:00,12:15
202,4,12:15,12:30
202,4,12:30,12:45
202,4,12:45,13:00
202,4,13:00,13:15
202,4,13:15,13:30
202,4,13:30,13:45
202,4,13:45,14:00
202,4,14:00,14:15
202,4,14:15,14:30
202,4,14:30,14:45
202,4,14:45,15:00
202,4,15:00,15:15
202,4,15:15,15:30
202,4,15:30,15:45
202,4,15:45,16:00
202,4,16:00,16:15
202,5,7:00,7:15
202,5,7:15,7:30
202,5,7:30,7:45
202,5,7:45,8:00
202,5,12:00,12:15
202,5,12:15,12:30
202,5,12:30,12:45
202,5,12:45,13:00
202,5,13:00,13:15
201,3,7:00,7:15
201,3,7:15,7:30
201,3,7:30,7:45
201,3,7:45,8:00
201,3,12:00,12:15
201,3,12:15,12:30
201,3,12:30,12:45
201,3,12:45,13:00
201,3,13:00,13:15
201,3,13:15,13:30
201,3,13:30,13:45
201,3,13:45,14:00
201,3,14:00,14:15
201,3,14:15,14:30
201,4,7:00,7:15
201,4,7:15,7:30
201,4,7:30,7:45
201,4,7:45,8:00
201,4,8:00,8:15
201,4,8:15,8:30
201,4,8:30,8:45
201,4,8:45,9:00
201,4,9:00,9:15
201,4,9:15,9:30
201,4,9:30,9:45
201,4,9:45,10:00
201,4,10:00,10:15
201,4,10:15,10:30
201,4,10:30,10:45
201,4,10:45,11:00
201,4,11:00,11:15
201,4,11:15,11:30
201,4,11:30,11:45
201,4,11:45,12:00
201,4,12:00,12:15
201,4,12:15,12:30
201,4,12:30,12:45
201,4,12:45,13:00
201,4,13:00,13:15
201,4,13:15,13:30
201,4,13:30,13:45
201,4,13:45,14:00
201,4,14:00,14:15
201,4,14:15,14:30
201,4,14:30,14:45
201,4,14:45,15:00
201,4,15:00,15:15
201,4,15:15,15:30
201,4,15:30,15:45
201,4,15:45,16:00
201,4,16:00,16:15
201,5,7:00,7:15
201,5,7:15,7:30
201,5,7:30,7:45
201,5,7:45,8:00
201,5,12:00,12:15
201,5,12:15,12:30
201,5,12:30,12:45
201,5,12:45,13:00
201,5,13:00,13:15
179,2,8:00,8:15
179,2,8:15,8:30
179,2,8:30,8:45
179,2,8:45,9:00
179,2,9:00,9:15
179,2,9:15,9:30
179,2,9:30,9:45
179,2,9:45,10:00
179,2,10:00,10:15
179,2,10:15,10:30
179,2,10:30,10:45
179,2,10:45,11:00
179,2,11:00,11:15
179,2,11:15,11:30
179,2,11:30,11:45
179,2,11:45,12:00
179,2,12:00,12:15
179,2,12:15,12:30
179,2,12:30,12:45
179,2,12:45,13:00
179,2,13:00,13:15
179,2,13:15,13:30
179,2,13:30,13:45
179,2,13:45,14:00
179,2,14:00,14:15
179,2,14:15,14:30
179,2,14:30,14:45
179,2,14:45,15:00
179,2,15:00,15:15
179,2,15:15,15:30
179,2,15:30,15:45
179,2,15:45,16:00
179,2,16:00,16:15
179,2,16:15,16:30
179,2,16:30,16:45
179,2,16:45,17:00
179,2,17:00,17:15
179,2,17:15,17:30
179,2,17:30,17:45
179,2,17:45,18:00
179,2,18:00,18:15
179,2,18:15,18:30
179,2,18:30,18:45
179,2,18:45,19:00
179,2,19:00,19:15
179,2,19:15,19:30
179,2,19:30,19:45
179,2,19:45,20:00
179,2,20:00,20:15
179,2,20:15,20:30
179,2,20:30,20:45
179,2,20:45,21:00
179,2,21:00,21:15
179,2,21:15,21:30
179,3,8:00,8:15
179,3,8:15,8:30
179,3,8:30,8:45
179,3,8:45,9:00
179,3,9:00,9:15
179,3,9:15,9:30
179,3,9:30,9:45
179,3,9:45,10:00
179,3,10:00,10:15
179,3,10:15,10:30
179,3,10:30,10:45
179,3,10:45,11:00
179,3,11:00,11:15
179,3,11:15,11:30
179,3,11:30,11:45
179,3,11:45,12:00
179,3,12:00,12:15
179,3,12:15,12:30
179,3,12:30,12:45
179,3,12:45,13:00
179,3,13:00,13:15
179,3,13:15,13:30
179,3,13:30,13:45
179,3,13:45,14:00
179,4,8:00,8:15
179,4,8:15,8:30
179,4,8:30,8:45
179,4,8:45,9:00
179,4,9:00,9:15
179,4,9:15,9:30
179,4,9:30,9:45
179,4,9:45,10:00
179,4,10:00,10:15
179,4,10:15,10:30
179,4,10:30,10:45
179,4,10:45,11:00
179,5,8:00,8:15
179,5,8:15,8:30
179,5,8:30,8:45
179,5,8:45,9:00
179,5,9:00,9:15
179,5,9:15,9:30
179,5,9:30,9:45
179,5,9:45,10:00
179,5,10:00,10:15
179,5,10:15,10:30
179,5,10:30,10:45
179,5,10:45,11:00
179,5,11:00,11:15
179,5,11:15,11:30
179,5,11:30,11:45
179,5,11:45,12:00
179,5,12:00,12:15
179,5,12:15,12:30
179,5,12:30,12:45
179,5,12:45,13:00
178,1,19:00,21:00
178,2,18:20,18:30
178,2,18:30,18:40
178,2,18:40,18:50
178,2,18:50,19:00
178,2,19:00,19:10
178,2,19:10,19:20
178,2,19:20,19:30
178,2,19:30,19:40
178,2,19:40,19:50
178,2,19:50,20:00
178,2,20:00,20:10
178,2,20:10,20:20
178,2,20:20,20:30
178,3,8:50,9:00
178,3,9:00,9:10
178,3,9:10,9:20
178,3,9:20,9:30
178,3,9:30,9:40
178,3,9:40,9:50
178,3,9:50,10:00
178,3,10:00,10:10
178,3,10:10,10:20
178,3,10:20,10:30
178,3,10:30,10:40
178,3,10:40,10:50
178,3,10:50,11:00
178,3,11:00,11:10
178,3,11:10,11:20
178,3,11:20,11:30
178,3,11:30,11:40
178,3,11:40,11:50
178,3,11:50,12:00
178,3,12:00,12:10
178,3,12:10,12:20
178,3,12:20,12:30
178,3,12:30,12:40
178,3,12:40,12:50
178,3,12:50,13:00
178,3,13:00,13:10
178,3,13:20,13:30
178,3,13:30,13:40
178,3,13:40,13:50
178,3,13:50,14:00
178,4,18:20,18:30
178,4,18:30,18:40
178,4,18:40,18:50
178,4,18:50,19:00
178,4,19:00,19:10
178,4,19:10,19:20
178,4,19:20,19:30
178,4,19:30,19:40
178,4,19:40,19:50
178,4,19:50,20:00
178,4,20:00,20:10
178,4,20:10,20:20
178,4,20:20,20:30
178,5,19:00,21:00
177,2,18:00,18:15
177,2,18:15,18:30
177,2,18:30,18:45
177,2,18:45,19:00
177,2,19:00,19:15
177,2,19:15,19:30
177,2,19:30,19:45
177,2,19:45,20:00
177,2,20:00,20:15
177,2,20:15,20:30
177,2,20:30,20:45
177,3,18:00,18:15
177,3,18:15,18:30
177,3,18:30,18:45
177,3,18:45,19:00
177,3,19:00,19:15
177,3,19:15,19:30
177,3,19:30,19:45
177,3,19:45,20:00
177,3,20:00,20:15
177,4,8:30,8:45
177,4,8:45,9:00
177,4,9:00,9:15
177,4,9:15,9:30
177,4,16:00,16:15
177,4,16:15,16:30
177,4,16:30,16:45
177,4,16:45,17:00
177,4,17:00,17:15
177,4,17:15,17:30
177,4,17:30,17:45
177,4,18:00,18:15
177,4,18:15,18:30
177,4,18:30,18:45
177,4,18:45,19:00
177,4,19:00,19:15
177,4,19:15,19:30
177,4,19:30,19:45
177,4,20:00,20:15
177,5,16:00,16:15
177,5,16:15,16:30
177,5,16:30,16:45
177,5,16:45,17:00
177,5,17:00,17:15
177,5,17:15,17:30
177,5,17:30,17:45
177,5,17:45,18:00
177,5,18:00,18:15
177,5,18:15,18:30
177,5,18:30,18:45
177,5,18:45,19:00
177,5,19:00,19:15
177,5,19:15,19:30
177,5,19:30,19:45
177,5,19:45,20:00
177,5,20:00,20:15
177,6,11:00,11:15
177,6,11:15,11:30
177,6,11:30,11:45
177,6,11:45,12:00
177,6,12:00,12:15
177,6,12:15,12:30
177,6,12:30,12:45
177,6,12:45,13:00
177,6,13:00,13:15
177,6,13:15,13:30
177,6,13:30,13:45
177,6,13:45,14:00
177,6,14:00,14:15
177,6,14:15,14:30
177,6,14:30,14:45
177,6,14:45,15:00
177,6,15:00,15:15
177,6,15:15,15:30
177,6,15:30,15:45
177,6,15:45,16:00
177,6,16:00,16:15
177,6,16:15,16:30
177,6,16:30,16:45
177,6,16:45,17:00
174,2,8:00,8:10
174,2,8:10,8:20
174,2,8:20,8:30
174,2,8:30,8:40
174,2,8:40,8:50
174,2,8:50,9:00
174,2,9:00,9:10
174,2,9:10,9:20
174,2,9:20,9:30
174,2,9:30,9:40
174,2,9:40,9:50
174,2,9:50,10:00
174,2,10:00,10:10
174,2,10:10,10:20
174,2,10:20,10:30
174,2,10:30,10:40
174,2,10:40,10:50
174,2,10:50,11:00
174,2,11:00,11:10
174,2,11:10,11:20
174,2,11:20,11:30
174,2,11:30,11:40
174,2,11:40,11:50
174,2,11:50,12:00
174,2,12:00,12:10
174,2,12:10,12:20
174,2,12:20,12:30
174,2,12:30,12:40
174,2,12:40,12:50
174,2,12:50,13:00
174,2,13:00,13:10
174,2,13:10,13:20
174,2,13:20,13:30
174,2,13:30,13:40
174,2,13:40,13:50
174,2,13:50,14:00
174,2,14:00,14:10
174,2,14:10,14:20
174,2,14:20,14:30
174,2,14:30,14:40
174,2,14:40,14:50
174,2,14:50,15:00
174,2,15:00,15:10
174,2,15:10,15:20
174,2,15:20,15:30
174,2,15:30,15:40
174,2,15:40,15:50
174,2,15:50,16:00
174,2,16:00,16:10
174,2,16:10,16:20
174,2,16:20,16:30
174,2,16:30,16:40
174,2,16:40,16:50
174,2,16:50,17:00
174,2,17:00,17:10
174,2,17:10,17:20
174,2,17:20,17:30
174,2,17:30,17:40
174,2,17:40,17:50
174,2,17:50,18:00
174,2,18:00,18:10
174,2,18:10,18:20
174,2,18:20,18:30
174,2,18:30,18:40
174,2,18:40,18:50
174,2,18:50,19:00
174,3,8:00,8:10
174,3,8:10,8:20
174,3,8:20,8:30
174,3,8:30,8:40
174,3,8:40,8:50
174,3,8:50,9:00
174,3,9:00,9:10
174,3,9:10,9:20
174,3,9:20,9:30
174,3,9:30,9:40
174,3,9:40,9:50
174,3,9:50,10:00
174,3,10:00,10:10
174,3,10:10,10:20
174,3,10:20,10:30
174,3,10:30,10:40
174,3,10:40,10:50
174,3,10:50,11:00
174,3,11:00,11:10
174,3,11:10,11:20
174,3,11:20,11:30
174,3,11:30,11:40
174,3,11:40,11:50
174,3,11:50,12:00
174,3,12:00,12:10
174,3,12:10,12:20
174,3,12:20,12:30
174,3,12:30,12:40
174,3,12:40,12:50
174,3,12:50,13:00
174,3,13:00,13:10
174,3,13:10,13:20
174,3,13:20,13:30
174,3,13:30,13:40
174,3,13:40,13:50
174,3,13:50,14:00
174,3,14:00,14:10
174,3,14:10,14:20
174,3,14:20,14:30
174,3,14:30,14:40
174,3,14:40,14:50
174,3,14:50,15:00
174,3,15:00,15:10
174,3,15:10,15:20
174,3,15:20,15:30
174,3,15:30,15:40
174,3,15:40,15:50
174,3,15:50,16:00
174,3,16:00,16:10
174,3,16:10,16:20
174,3,16:20,16:30
174,3,16:30,16:40
174,3,16:40,16:50
174,3,16:50,17:00
174,3,17:00,17:10
174,3,17:10,17:20
174,3,17:20,17:30
174,3,17:30,17:40
174,3,17:40,17:50
174,3,17:50,18:00
174,3,18:00,18:10
174,3,18:10,18:20
174,3,18:20,18:30
174,3,18:30,18:40
174,3,18:40,18:50
174,3,18:50,19:00
174,4,8:00,8:10
174,4,8:10,8:20
174,4,8:20,8:30
174,4,8:30,8:40
174,4,8:40,8:50
174,4,8:50,9:00
174,4,9:00,9:10
174,4,9:10,9:20
174,4,9:20,9:30
174,4,9:30,9:40
174,4,9:40,9:50
174,4,9:50,10:00
174,4,10:00,10:10
174,4,10:10,10:20
174,4,10:20,10:30
174,4,10:30,10:40
174,4,10:40,10:50
174,4,10:50,11:00
174,4,11:00,11:10
174,4,11:10,11:20
174,4,11:20,11:30
174,4,11:30,11:40
174,4,11:40,11:50
174,4,11:50,12:00
174,4,12:00,12:10
174,4,12:10,12:20
174,4,12:20,12:30
174,4,12:30,12:40
174,4,12:40,12:50
174,4,12:50,13:00
174,4,13:00,13:10
174,4,13:10,13:20
174,4,13:20,13:30
174,4,13:30,13:40
174,4,13:40,13:50
174,4,13:50,14:00
174,4,14:00,14:10
174,4,14:10,14:20
174,4,14:20,14:30
174,4,14:30,14:40
174,4,14:40,14:50
174,4,14:50,15:00
174,4,15:00,15:10
174,4,15:10,15:20
174,4,15:20,15:30
174,4,15:30,15:40
174,4,15:40,15:50
174,4,15:50,16:00
174,4,16:00,16:10
174,4,16:10,16:20
174,4,16:20,16:30
174,4,16:30,16:40
174,4,16:40,16:50
174,4,16:50,17:00
174,4,17:00,17:10
174,4,17:10,17:20
174,4,17:20,17:30
174,4,17:30,17:40
174,4,17:40,17:50
174,4,17:50,18:00
174,4,18:00,18:10
174,4,18:10,18:20
174,4,18:20,18:30
174,4,18:30,18:40
174,4,18:40,18:50
174,4,18:50,19:00
174,5,8:00,8:10
174,5,8:10,8:20
174,5,8:20,8:30
174,5,8:30,8:40
174,5,8:40,8:50
174,5,8:50,9:00
174,5,9:00,9:10
174,5,9:10,9:20
174,5,9:20,9:30
174,5,9:30,9:40
174,5,9:40,9:50
174,5,9:50,10:00
174,5,10:00,10:10
174,5,10:10,10:20
174,5,10:20,10:30
174,5,10:30,10:40
174,5,10:40,10:50
174,5,10:50,11:00
174,5,11:00,11:10
174,5,11:10,11:20
174,5,11:20,11:30
174,5,11:30,11:40
174,5,11:40,11:50
174,5,11:50,12:00
174,5,12:00,12:10
174,5,12:10,12:20
174,5,12:20,12:30
174,5,12:30,12:40
174,5,12:40,12:50
174,5,12:50,13:00
174,5,13:00,13:10
174,5,13:10,13:20
174,5,13:20,13:30
174,5,13:30,13:40
174,5,13:40,13:50
174,5,13:50,14:00
174,5,14:00,14:10
174,5,14:10,14:20
174,5,14:20,14:30
174,5,14:30,14:40
174,5,14:40,14:50
174,5,14:50,15:00
174,5,15:00,15:10
174,5,15:10,15:20
174,5,15:20,15:30
174,5,15:30,15:40
174,5,15:40,15:50
174,5,15:50,16:00
174,5,16:00,16:10
174,5,16:10,16:20
174,5,16:20,16:30
174,5,16:30,16:40
174,5,16:40,16:50
174,5,16:50,17:00
174,5,17:00,17:10
174,5,17:10,17:20
174,5,17:20,17:30
174,5,17:30,17:40
174,5,17:40,17:50
174,5,17:50,18:00
174,5,18:00,18:10
174,5,18:10,18:20
174,5,18:20,18:30
174,5,18:30,18:40
174,5,18:40,18:50
174,5,18:50,19:00
169,3,7:30,7:45
169,3,7:45,8:00
169,3,8:00,8:15
169,3,8:15,8:30
169,3,8:30,8:45
169,3,8:45,9:00
169,3,9:00,9:15
169,3,9:15,9:30
169,3,9:30,9:45
169,3,9:45,10:00
169,3,10:00,10:15
169,3,10:15,10:30
169,3,10:30,10:45
169,3,10:45,11:00
169,3,11:00,11:15
169,3,11:15,11:30
169,3,11:30,11:45
169,3,11:45,12:00
169,3,12:00,12:15
169,3,12:15,12:30
169,3,12:30,12:45
169,3,12:45,13:00
169,3,13:00,13:15
169,3,13:15,13:30
169,3,13:30,13:45
169,3,13:45,14:00
169,3,14:00,14:15
169,3,14:15,14:30
169,3,14:30,14:45
169,3,14:45,15:00
169,3,16:30,16:45
169,3,16:45,17:00
169,3,17:00,17:15
169,3,17:15,17:30
169,3,17:30,17:45
169,3,17:45,18:00
169,3,18:00,18:15
169,3,18:15,18:30
169,3,18:30,18:45
169,3,18:45,19:00
169,3,19:00,19:15
169,3,19:15,19:30
169,3,19:30,19:45
169,3,19:45,20:00
169,3,20:00,20:15
169,3,20:15,20:30
169,3,20:30,20:45
169,3,20:45,21:00
169,4,7:30,7:45
169,4,7:45,8:00
169,4,8:00,8:15
169,4,8:15,8:30
169,4,8:30,8:45
169,4,8:45,9:00
169,4,9:00,9:15
169,4,9:15,9:30
169,4,9:30,9:45
169,4,9:45,10:00
169,4,10:00,10:15
169,4,10:15,10:30
169,4,10:30,10:45
169,4,10:45,11:00
169,4,11:00,11:15
169,4,11:15,11:30
169,4,11:30,11:45
169,4,11:45,12:00
169,4,12:00,12:15
169,4,12:15,12:30
169,4,12:30,12:45
169,4,12:45,13:00
169,4,13:00,13:15
169,4,13:15,13:30
169,4,13:30,13:45
169,4,13:45,14:00
169,4,14:00,14:15
169,4,14:15,14:30
169,4,14:30,14:45
169,4,14:45,15:00
169,4,16:30,16:45
169,4,16:45,17:00
169,4,17:00,17:15
169,4,17:15,17:30
169,4,17:30,17:45
169,4,17:45,18:00
169,4,18:00,18:15
169,4,18:15,18:30
169,4,18:30,18:45
169,4,18:45,19:00
169,4,19:00,19:15
169,4,19:15,19:30
169,4,19:30,19:45
169,4,19:45,20:00
169,4,20:00,20:15
169,4,20:15,20:30
169,4,20:30,20:45
169,4,20:45,21:00
169,5,7:30,7:45
169,5,7:45,8:00
169,5,8:00,8:15
169,5,8:15,8:30
169,5,8:30,8:45
169,5,8:45,9:00
169,5,9:00,9:15
169,5,9:15,9:30
169,5,9:30,9:45
169,5,9:45,10:00
169,5,10:00,10:15
169,5,10:15,10:30
169,5,10:30,10:45
169,5,10:45,11:00
169,5,11:00,11:15
169,5,11:15,11:30
169,5,11:30,11:45
169,5,11:45,12:00
169,5,17:00,17:15
169,5,17:15,17:30
169,5,17:30,17:45
169,5,17:45,18:00
169,5,18:00,18:15
169,5,18:15,18:30
169,5,18:30,18:45
169,5,18:45,19:00
169,5,19:00,19:15
169,5,19:15,19:30
169,5,19:30,19:45
169,5,19:45,20:00
169,5,20:00,20:15
169,5,20:15,20:30
168,3,7:30,7:45
168,3,7:45,8:00
168,3,8:00,8:15
168,3,8:15,8:30
168,3,8:30,8:45
168,3,8:45,9:00
168,3,9:00,9:15
168,3,9:15,9:30
168,3,9:30,9:45
168,3,9:45,10:00
168,3,10:00,10:15
168,3,10:15,10:30
168,3,10:30,10:45
168,3,10:45,11:00
168,3,11:00,11:15
168,3,11:15,11:30
168,3,11:30,11:45
168,3,11:45,12:00
168,3,12:00,12:15
168,3,12:15,12:30
168,3,12:30,12:45
168,3,12:45,13:00
168,3,13:00,13:15
168,3,13:15,13:30
168,3,13:30,13:45
168,3,13:45,14:00
168,3,14:00,14:15
168,3,14:15,14:30
168,3,14:30,14:45
168,3,14:45,15:00
168,3,16:30,16:45
168,3,16:45,17:00
168,3,17:00,17:15
168,3,17:15,17:30
168,3,17:30,17:45
168,3,17:45,18:00
168,3,18:00,18:15
168,3,18:15,18:30
168,3,18:30,18:45
168,3,18:45,19:00
168,3,19:00,19:15
168,3,19:15,19:30
168,3,19:30,19:45
168,3,19:45,20:00
168,3,20:00,20:15
168,3,20:15,20:30
168,3,20:30,20:45
168,3,20:45,21:00
168,4,7:30,7:45
168,4,7:45,8:00
168,4,8:00,8:15
168,4,8:15,8:30
168,4,8:30,8:45
168,4,8:45,9:00
168,4,9:00,9:15
168,4,9:15,9:30
168,4,9:30,9:45
168,4,9:45,10:00
168,4,10:00,10:15
168,4,10:15,10:30
168,4,10:30,10:45
168,4,10:45,11:00
168,4,11:00,11:15
168,4,11:15,11:30
168,4,11:30,11:45
168,4,11:45,12:00
168,4,12:00,12:15
168,4,12:15,12:30
168,4,12:30,12:45
168,4,12:45,13:00
168,4,13:00,13:15
168,4,13:15,13:30
168,4,13:30,13:45
168,4,13:45,14:00
168,4,14:00,14:15
168,4,14:15,14:30
168,4,14:30,14:45
168,4,14:45,15:00
168,4,16:30,16:45
168,4,16:45,17:00
168,4,17:00,17:15
168,4,17:15,17:30
168,4,17:30,17:45
168,4,17:45,18:00
168,4,18:00,18:15
168,4,18:15,18:30
168,4,18:30,18:45
168,4,18:45,19:00
168,4,19:00,19:15
